:TYPE,:START_ID,:END_ID,publication_year:float,pmid:int,hdac6:boolean,autophagy:boolean,anatabine:boolean,evidence:string,document:string,pmc:string,citation:string,annotation:string,tau:boolean
DIRECTLY_INCREASES,3473,32572,2020.0,30606258,False,False,False,"Only a minor proportion of the microtubule population was acetylated in CHO-Tau35 and CHO cells (Fig. 2e), whereas expression of FL-tau resulted in the formation of an ordered array of microtubules in CHO cells, and acetylated α-tubulin largely overlapped with microtubules detected by α-tubulin antibody (Fig. 2e).",#65:15,PMC6318896,"{""full_journal_name"": ""Acta neuropathologica communications"", ""pub_date"": ""2020-04-02"", ""ref"": ""30606258"", ""pub_year"": 2020, ""last_author"": ""Hanger DP"", ""type"": ""PubMed"", ""author_list"": [""Guo T"", ""Dakkak D"", ""Rodriguez-Martin T"", ""Noble W"", ""Hanger DP""], ""title"": ""A pathogenic tau fragment compromises microtubules, disrupts insulin signaling and induces the unfolded protein response."", ""doi"": ""10.1186/s40478-018-0651-9""}","{""CellLine"": [""CHO cell""], ""Confidence"": [""High""], ""Species"": [""10090""], ""mesh"": [""Animals"", ""CHO Cells"", ""Cricetulus"", ""Glycogen Synthase Kinase 3 beta"", ""Humans"", ""Insulin"", ""Microtubules"", ""Phosphorylation"", ""Proto-Oncogene Proteins c-akt"", ""Signal Transduction"", ""Unfolded Protein Response"", ""tau Proteins""], ""substances"": [""Insulin"", ""MAPT protein, human"", ""tau Proteins"", ""Glycogen Synthase Kinase 3 beta"", ""Proto-Oncogene Proteins c-akt""]}",False
DIRECTLY_INCREASES,34425,2052,2007.0,17495608,False,False,False,"Apolipoprotein E is the main lipid carrier in the brain and the best- established risk factor for late-onset Alzheimer's disease. Intracellular cholesterol levels influence the generation of amyloid- beta peptides, the toxic species thought to be a primary cause of Alzheimer's disease. Finally, compounds that modulate cholesterol metabolism affect amyloid-beta generation.",#59:5,,"{""full_journal_name"": ""Current opinion in lipidology"", ""pub_date"": ""2007-07-20"", ""ref"": ""17495608"", ""pub_year"": 2007, ""last_author"": ""Wellington CL"", ""type"": ""PubMed"", ""author_list"": [""Hirsch-Reinshagen V"", ""Wellington CL""], ""title"": ""Cholesterol metabolism, apolipoprotein E, adenosine triphosphate-binding cassette transporters, and Alzheimer's disease.""}","{""Condition"": [""Normal Healthy State""], ""MeSHAnatomy"": [""Brain""], ""Subgraph"": [""APOE subgraph"", ""Cholesterol metabolism subgraph""], ""mesh"": [""ATP Binding Cassette Transporter, Subfamily G"", ""ATP Binding Cassette Transporter, Subfamily G, Member 1"", ""ATP-Binding Cassette Transporters"", ""Alzheimer Disease"", ""Amyloid beta-Peptides"", ""Animals"", ""Apolipoproteins E"", ""Brain"", ""Cholesterol"", ""Homeostasis"", ""Humans"", ""Lipid Metabolism"", ""Lipids"", ""Mice"", ""Models, Biological""], ""substances"": [""ABCG1 protein, human"", ""ABCG4 protein, human"", ""ATP Binding Cassette Transporter, Subfamily G"", ""ATP Binding Cassette Transporter, Subfamily G, Member 1"", ""ATP-Binding Cassette Transporters"", ""Amyloid beta-Peptides"", ""Apolipoproteins E"", ""Lipids"", ""Cholesterol""]}",False
DIRECTLY_INCREASES,11710,36327,2019.0,29158945,False,False,False,The differentiation of CD4+ T cells is regulated by both cytokines secreted by the antigen-presenting cells and other innate immune cells and T-cell intrinsic factors.,#57:0,PMC5661633,"{""full_journal_name"": ""Signal transduction and targeted therapy"", ""pub_date"": ""2021-02-02"", ""ref"": ""29158945"", ""pub_year"": 2021, ""last_author"": ""Sun SC"", ""type"": ""PubMed"", ""author_list"": [""Liu T"", ""Zhang L"", ""Joo D"", ""Sun SC""], ""title"": ""NF-\u03baB signaling in inflammation."", ""doi"": ""10.1038/sigtrans.2017.23""}","{""PublicationType"": [""Review""], ""Section"": [""NF-\u03baB function in T cells""]}",False
DIRECTLY_INCREASES,31814,12598,2019.0,29158945,False,False,False,"Upon stimulation, the inflammasome receptors oligomerize and recruit pro-caspase 1 via ASC, thereby stimulating pro-caspase 1 processing and conversion to active caspase 1.",#57:0,PMC5661633,"{""full_journal_name"": ""Signal transduction and targeted therapy"", ""pub_date"": ""2021-02-02"", ""ref"": ""29158945"", ""pub_year"": 2021, ""last_author"": ""Sun SC"", ""type"": ""PubMed"", ""author_list"": [""Liu T"", ""Zhang L"", ""Joo D"", ""Sun SC""], ""title"": ""NF-\u03baB signaling in inflammation."", ""doi"": ""10.1038/sigtrans.2017.23""}","{""PublicationType"": [""Review""], ""Section"": [""NF-\u03baB in inflammasome regulation""]}",False
DIRECTLY_INCREASES,26826,26868,2019.0,29158945,False,False,False,"Upon activation, TAK1 activates the downstream kinase IKK, thereby mediating IκBα phosphorylation and NF-κB activation.27",#57:0,PMC5661633,"{""full_journal_name"": ""Signal transduction and targeted therapy"", ""pub_date"": ""2021-02-02"", ""ref"": ""29158945"", ""pub_year"": 2021, ""last_author"": ""Sun SC"", ""type"": ""PubMed"", ""author_list"": [""Liu T"", ""Zhang L"", ""Joo D"", ""Sun SC""], ""title"": ""NF-\u03baB signaling in inflammation."", ""doi"": ""10.1038/sigtrans.2017.23""}","{""PublicationType"": [""Review""], ""Section"": [""Function of NF-\u03baB in innate immune cells""]}",False
DIRECTLY_INCREASES,12935,12584,2013.0,23758787,False,False,False,"Following the detection of viral ssRNA, NOD2 engages a signaling complex containing MAVS on mitochondria, which induces IRF3 activation and type I IFN production [115].",#57:0,PMC3697994,"{""full_journal_name"": ""Journal of molecular signaling"", ""pub_date"": ""2013-07-03"", ""ref"": ""23758787"", ""pub_year"": 2013, ""last_author"": ""Xie P"", ""type"": ""PubMed"", ""author_list"": [""Xie P""], ""title"": ""TRAF molecules in cell signaling and in human diseases."", ""doi"": ""10.1186/1750-2187-8-7""}","{""PublicationType"": [""Review""], ""Section"": [""TRAFs in NLR signaling""]}",False
DIRECTLY_INCREASES,258,12769,2013.0,23758787,False,False,False,"However, TRAF6 catalyzes K63-linked polyubiquitination of cIAP1/2, which is also recruited by MyD88 and IRAK1.",#57:0,PMC3697994,"{""full_journal_name"": ""Journal of molecular signaling"", ""pub_date"": ""2013-07-03"", ""ref"": ""23758787"", ""pub_year"": 2013, ""last_author"": ""Xie P"", ""type"": ""PubMed"", ""author_list"": [""Xie P""], ""title"": ""TRAF molecules in cell signaling and in human diseases."", ""doi"": ""10.1186/1750-2187-8-7""}","{""PublicationType"": [""Review""], ""Section"": [""TRAFs in TLR signaling""]}",False
DIRECTLY_INCREASES,2132,1566,2017.0,27794524,False,False,False,"In addition, direct damage to neurons occurs through reactive oxygen and nitrogen species (ROS/NRS) produced by microglia, inducing mitochondrial dysfunction",#61:20,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""Confidence"": [""High""], ""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_INCREASES,44406,12812,2015.0,24924144,False,False,False,Sialic acid binding immunoglobulin-like lectins (Siglecs) are cell surface receptors of microglia and oligodendrocytes that recognize the sialic acid cap of healthy neurons and neighboring glial cells.,#57:0,,"{""full_journal_name"": ""Neuroscience"", ""pub_date"": ""2015-10-07"", ""ref"": ""24924144"", ""pub_year"": 2015, ""last_author"": ""Neumann H"", ""type"": ""PubMed"", ""author_list"": [""Linnartz-Gerlach B"", ""Mathews M"", ""Neumann H""], ""title"": ""Sensing the neuronal glycocalyx by glial sialic acid binding immunoglobulin-like lectins."", ""doi"": ""10.1016/j.neuroscience.2014.05.061""}","{""PublicationType"": [""Research""], ""Section"": [""Abstract""], ""mesh"": [""Animals"", ""Glycocalyx"", ""Humans"", ""Microglia"", ""Neuroglia"", ""Neurons"", ""Phagocytosis"", ""Sialic Acid Binding Immunoglobulin-like Lectins""], ""substances"": [""Sialic Acid Binding Immunoglobulin-like Lectins""]}",False
DIRECTLY_INCREASES,84,36139,2013.0,22952452,False,False,False,"Using transgenic Drosophila expressing human tau, we found that RNAi- mediated knockdown of milton or Miro, an adaptor protein essential for axonal transport of mitochondria, enhanced human tau-induced neurodegeneration. Tau phosphorylation at an AD-related site Ser262 increased with knockdown of milton or Miro; and partitioning defective-1 (PAR-1), the Drosophila homolog of mammalian microtubule affinity-regulating kinase, mediated this increase of tau phosphorylation. Tau phosphorylation at Ser262 has been reported to promote tau detachment from microtubules, and we found that the levels of microtubule-unbound free tau increased by milton knockdown. Blocking tau phosphorylation at Ser262 site by PAR-1 knockdown or by mutating the Ser262 site to unphosphorylatable alanine suppressed the enhancement of tau-induced neurodegeneration caused by milton knockdown. Furthermore, knockdown of milton or Miro increased the levels of active PAR-1.",#60:23,PMC3431335,"{""full_journal_name"": ""PLoS genetics"", ""pub_date"": ""2013-01-04"", ""ref"": ""22952452"", ""pub_year"": 2013, ""last_author"": ""Iijima KM"", ""type"": ""PubMed"", ""author_list"": [""Iijima-Ando K"", ""Sekiya M"", ""Maruko-Otake A"", ""Ohtake Y"", ""Suzuki E"", ""Lu B"", ""Iijima KM""], ""title"": ""Loss of axonal mitochondria promotes tau-mediated neurodegeneration and Alzheimer's disease-related tau phosphorylation via PAR-1."", ""doi"": ""10.1371/journal.pgen.1002918""}","{""Confidence"": [""Medium""], ""Species"": [""7227""], ""mesh"": [""Alzheimer Disease"", ""Animals"", ""Animals, Genetically Modified"", ""Axons"", ""Drosophila"", ""Drosophila Proteins"", ""Gene Knockdown Techniques"", ""Glycogen Synthase Kinase 3"", ""Humans"", ""Microtubules"", ""Mitochondria"", ""Nerve Degeneration"", ""Phosphorylation"", ""rho GTP-Binding Proteins"", ""tau Proteins""], ""substances"": [""Drosophila Proteins"", ""MAPT protein, human"", ""tau Proteins"", ""Glycogen Synthase Kinase 3"", ""Par-1 protein, Drosophila"", ""Miro protein, Drosophila"", ""rho GTP-Binding Proteins""]}",False
DIRECTLY_INCREASES,43537,20755,2016.0,26694609,False,False,False,"The complex regulation and interplay of multiple pathways allow fine- tuned responses of immune cells, including cytokine production and release, migration, phagocytosis, proliferation and differentiation, and cell survival (Fig. 1).",#57:0,PMC4813462,"{""full_journal_name"": ""The Journal of biological chemistry"", ""pub_date"": ""2016-08-01"", ""ref"": ""26694609"", ""pub_year"": 2016, ""last_author"": ""Walter J"", ""type"": ""PubMed"", ""author_list"": [""Walter J""], ""title"": ""The Triggering Receptor Expressed on Myeloid Cells 2: A Molecular Link of Neuroinflammation and Neurodegenerative Diseases."", ""doi"": ""10.1074/jbc.R115.704981""}","{""ChallengeType"": [""lipopolysaccharide stimulation""], ""PMIDSource"": [""26337043""], ""Section"": [""Expression, Metabolism, and Signaling of TREMs""], ""mesh"": [""Adaptor Proteins, Signal Transducing"", ""Animals"", ""Humans"", ""Lipodystrophy"", ""Membrane Glycoproteins"", ""Membrane Proteins"", ""Microglia"", ""Models, Biological"", ""Mutation"", ""Myeloid Cells"", ""Nerve Tissue Proteins"", ""Neurodegenerative Diseases"", ""Neurons"", ""Osteochondrodysplasias"", ""Receptors, Immunologic"", ""Subacute Sclerosing Panencephalitis"", ""Triggering Receptor Expressed on Myeloid Cells-1""], ""substances"": [""Adaptor Proteins, Signal Transducing"", ""Membrane Glycoproteins"", ""Membrane Proteins"", ""Nerve Tissue Proteins"", ""Receptors, Immunologic"", ""TREM1 protein, human"", ""TREM2 protein, human"", ""TYROBP protein, human"", ""Triggering Receptor Expressed on Myeloid Cells-1""]}",False
DIRECTLY_INCREASES,34622,30128,2017.0,27807169,False,False,False,"p39, but not p35, is selectively upregulated by histone acetylation- mediated transcription, underlying the robust increase of Cdk5 activity during rat and mouse neuronal differentiation. Loss of p39 attenuates Cdk5 activity in neurons and preferentially affects phosphorylation of specific Cdk5 targets, leading to aberrant axonal growth and impaired dendritic spine and synapse formation.",#60:23,PMC5148244,"{""full_journal_name"": ""The Journal of neuroscience : the official journal of the Society for Neuroscience"", ""pub_date"": ""2017-07-19"", ""ref"": ""27807169"", ""pub_year"": 2017, ""last_author"": ""Feng Y"", ""type"": ""PubMed"", ""author_list"": [""Li W"", ""Allen ME"", ""Rui Y"", ""Ku L"", ""Liu G"", ""Bankston AN"", ""Zheng JQ"", ""Feng Y""], ""title"": ""p39 Is Responsible for Increasing Cdk5 Activity during Postnatal Neuron Differentiation and Governs Neuronal Network Formation and Epileptic Responses.""}","{""Confidence"": [""Medium""], ""MeSHAnatomy"": [""Neurons""], ""Species"": [""10116""], ""mesh"": [""Animals"", ""Animals, Newborn"", ""Axon Guidance"", ""Cell Differentiation"", ""Cerebral Cortex"", ""Cyclin-Dependent Kinase 5"", ""Cytoskeletal Proteins"", ""Epilepsy"", ""Hippocampus"", ""Lipid-Linked Proteins"", ""Male"", ""Mice"", ""Mice, Inbred C57BL"", ""Mice, Knockout"", ""Mice, Transgenic"", ""Nerve Net"", ""Neurogenesis"", ""Up-Regulation""], ""substances"": [""Cdk5r2 protein, mouse"", ""Cytoskeletal Proteins"", ""Lipid-Linked Proteins"", ""Cyclin-Dependent Kinase 5"", ""Cdk5 protein, mouse""]}",False
DIRECTLY_INCREASES,37675,746,2011.0,21882945,False,False,False,"However, astrocyte-derived Hsp27 has been shown to promote tau accumulation and Hsp27 associates with tau tangles in a mouse model [127,128], suggesting a more complex relationship",#69:73,PMC3190966,"{""full_journal_name"": ""Future medicinal chemistry"", ""pub_date"": ""2011-12-23"", ""ref"": ""21882945"", ""pub_year"": 2011, ""last_author"": ""Gestwicki JE"", ""type"": ""PubMed"", ""author_list"": [""Miyata Y"", ""Koren J"", ""Kiray J"", ""Dickey CA"", ""Gestwicki JE""], ""title"": ""Molecular chaperones and regulation of tau quality control: strategies for drug discovery in tauopathies."", ""doi"": ""10.4155/fmc.11.88""}","{""Confidence"": [""High""], ""Species"": [""10090""], ""mesh"": [""Drug Evaluation, Preclinical"", ""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Humans"", ""Molecular Chaperones"", ""Neuroprotective Agents"", ""Protein Interaction Mapping"", ""Tauopathies"", ""tau Proteins""], ""substances"": [""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Molecular Chaperones"", ""Neuroprotective Agents"", ""tau Proteins""]}",False
