:ID,:LABEL,namespace:string,pure:boolean,involved_other:string,chebi:float,bel:string,name:string
1661,Abundance,CHEBI,False,1D-chiro-inositol,27372.0,"a(CHEBI:""1D-chiro-inositol"")",1D-chiro-inositol
1662,Abundance,CHEBI,False,N-oleoyldopamine,31883.0,"a(CHEBI:""N-oleoyldopamine"")",N-oleoyldopamine
1663,Abundance,CHEBI,False,doxycycline,50845.0,"a(CHEBI:""doxycycline"")",doxycycline
1664,Abundance,CHEBI,False,transfer RNA,17843.0,"a(CHEBI:""transfer RNA"")",transfer RNA
1665,Abundance,CHEBI,False,allyl isothiocyanate,73224.0,"a(CHEBI:""allyl isothiocyanate"")",allyl isothiocyanate
1666,Abundance,CHEBI,False,1H-pyrazole,17241.0,"a(CHEBI:""1H-pyrazole"")",1H-pyrazole
1667,Abundance,CHEBI,False,Bombesin,80229.0,"a(CHEBI:""Bombesin"")",Bombesin
1668,Abundance,MESH,False,Autophagosomes,,"a(MESH:""Autophagosomes"")",Autophagosomes
1669,Abundance,PUBCHEM,False,6913994,,"a(PUBCHEM:""6913994"")",6913994
1670,Abundance,CHEBI,False,linsidomine,136004.0,"a(CHEBI:""linsidomine"")",linsidomine
1671,Abundance,CHEBI,False,leukotriene B4,15647.0,"a(CHEBI:""leukotriene B4"")",leukotriene B4
1672,Abundance,MESH,False,Neurofibrillary Tangles,,"a(MESH:""Neurofibrillary Tangles"")",Neurofibrillary Tangles
1673,Abundance,CC,False,GI254023X,,"a(CC:""GI254023X"")",GI254023X
1674,Abundance,CHEBI,False,polyamine,88061.0,"a(CHEBI:""polyamine"")",polyamine
1675,Abundance,CHEBI,False,manganese(II) chloride,63041.0,"a(CHEBI:""manganese(II) chloride"")",manganese(II) chloride
1676,Abundance,CHEBI,False,sirolimus,9168.0,"a(CHEBI:""sirolimus"")",sirolimus
1677,Abundance,MESH,False,BSc 3094,,"a(MESH:""BSc 3094"")",BSc 3094
1678,Abundance,MESH,False,Paraquat,,"a(MESH:""Paraquat"")",Paraquat
1679,Abundance,CHEBI,False,wortmannin,52289.0,"a(CHEBI:""wortmannin"")",wortmannin
1680,Abundance,CHEBI,False,docosahexaenoic acid,36005.0,"a(CHEBI:""docosahexaenoic acid"")",docosahexaenoic acid
1681,Abundance,MESH,False,jasplakinolide,,"a(MESH:""jasplakinolide"")",jasplakinolide
1682,Abundance,PUBCHEM,False,9821250,,"a(PUBCHEM:""9821250"")",9821250
1683,Abundance,CHEBI,False,quetiapine,8707.0,"a(CHEBI:""quetiapine"")",quetiapine
1684,Abundance,CHEBI,False,Guanabenz,5553.0,"a(CHEBI:""Guanabenz"")",Guanabenz
1685,Abundance,PUBCHEM,False,329970430,,"a(PUBCHEM:""329970430"")",329970430
1686,Abundance,MESH,False,Denervation,,"a(MESH:""Denervation"")",Denervation
1687,Abundance,CONSO,False,LDN-213843,,"a(CONSO:""LDN-213843"")",LDN-213843
1688,Abundance,CHEBI,False,flavonoids,72544.0,"a(CHEBI:""flavonoids"")",flavonoids
1689,Abundance,PUBCHEM,False,25195348,,"a(PUBCHEM:""25195348"")",25195348
1690,Abundance,CHEBI,False,ATP,15422.0,"a(CHEBI:""ATP"")",ATP
1691,Abundance,CHEBI,False,salsalate,9014.0,"a(CHEBI:""salsalate"")",salsalate
1692,Abundance,CHEBI,False,N-methyl-D-aspartic acid,31882.0,"a(CHEBI:""N-methyl-D-aspartic acid"")",N-methyl-D-aspartic acid
1693,Abundance,CHEBI,False,celastrol,63959.0,"a(CHEBI:""celastrol"")",celastrol
1694,Abundance,PUBCHEM,False,49850262,,"a(PUBCHEM:""49850262"")",49850262
1695,Abundance,CHEBI,False,dobutamine,4670.0,"a(CHEBI:""dobutamine"")",dobutamine
1696,Abundance,CONSO,False,"Tau antibody, 6C5",,"a(CONSO:""Tau antibody, 6C5"")","Tau antibody, 6C5"
1697,Abundance,CHEBI,False,ketanserin,6123.0,"a(CHEBI:""ketanserin"")",ketanserin
1698,Abundance,MESHA,,Leukocytes,,"a(MESHA:""Leukocytes"",loc(MESHA:""Spleen""))",Leukocytes
1699,Abundance,GO,False,endosome,,"a(GO:""endosome"")",endosome
1700,Abundance,NNS,False,YENPTY endocytosis motif (APP),,"a(NNS:""YENPTY endocytosis motif (APP)"")",YENPTY endocytosis motif (APP)
1701,Abundance,PUBCHEM,False,9804992,,"a(PUBCHEM:""9804992"")",9804992
1702,Abundance,CHEBI,False,leptomycin B,52646.0,"a(CHEBI:""leptomycin B"")",leptomycin B
1703,Abundance,MESHC,False,Chemokines,,"a(MESHC:""Chemokines"")",Chemokines
1704,Abundance,PUBCHEM,False,71729974,,"a(PUBCHEM:""71729974"")",71729974
1705,Abundance,MESH,False,Inclusion Bodies,,"a(MESH:""Inclusion Bodies"")",Inclusion Bodies
1706,Abundance,CC,False,GW3965,,"a(CC:""GW3965"")",GW3965
1707,Abundance,MESH,False,Deubiquitinating Enzymes,,"a(MESH:""Deubiquitinating Enzymes"")",Deubiquitinating Enzymes
1708,Abundance,CHEBI,False,methylglyoxal,17158.0,"a(CHEBI:""methylglyoxal"")",methylglyoxal
1709,Abundance,PUBCHEM,False,9880,,"a(PUBCHEM:""9880"")",9880
1710,Abundance,CHEBI,,amyloid-beta,,"a(CHEBI:""amyloid-beta"",loc(MESHA:""Cerebral Cortex""))",amyloid-beta
1711,Abundance,CHEBI,False,fluphenazine,5123.0,"a(CHEBI:""fluphenazine"")",fluphenazine
1712,Abundance,CHEBI,False,peptide,16670.0,"a(CHEBI:""peptide"")",peptide
1713,Abundance,PUBCHEM,False,5833,,"a(PUBCHEM:""5833"")",5833
1714,Abundance,MESH,False,Anti-Inflammatory Agents,,"a(MESH:""Anti-Inflammatory Agents"")",Anti-Inflammatory Agents
1715,Abundance,MESHA,False,Pluripotent Stem Cells,,"a(MESHA:""Pluripotent Stem Cells"")",Pluripotent Stem Cells
1716,Abundance,CHEBI,False,azaperone,88301.0,"a(CHEBI:""azaperone"")",azaperone
1717,Abundance,MESH,False,4'-azidothymidine,,"a(MESH:""4'-azidothymidine"")",4'-azidothymidine
1718,Abundance,CHEBI,False,phenethyl caffeate,8062.0,"a(CHEBI:""phenethyl caffeate"")",phenethyl caffeate
1719,Abundance,PUBCHEM,False,9576811,,"a(PUBCHEM:""9576811"")",9576811
1720,Abundance,CHEBI,False,thiazolidinediones,50990.0,"a(CHEBI:""thiazolidinediones"")",thiazolidinediones
1721,Abundance,CHEBI,False,acetyl-CoA,15351.0,"a(CHEBI:""acetyl-CoA"")",acetyl-CoA
1722,Abundance,CHEBI,False,amantadine,2618.0,"a(CHEBI:""amantadine"")",amantadine
1723,Abundance,MESHA,False,Oligodendroglia,,"a(MESHA:""Oligodendroglia"")",Oligodendroglia
1724,Abundance,TAXONOMY,False,92736,,"a(TAXONOMY:""92736"")",92736
1725,Abundance,CONSO,False,EC102,,"a(CONSO:""EC102"")",EC102
1726,Abundance,MESHA,False,Schwann Cells,,"a(MESHA:""Schwann Cells"")",Schwann Cells
1727,Abundance,CHEBI,False,glycine,15428.0,"a(CHEBI:""glycine"")",glycine
1728,Abundance,MESHA,False,Myelin Sheath,,"a(MESHA:""Myelin Sheath"")",Myelin Sheath
1729,Abundance,CHEBI,False,codeine,16714.0,"a(CHEBI:""codeine"")",codeine
1730,Abundance,CHEBI,False,iproclozide,134988.0,"a(CHEBI:""iproclozide"")",iproclozide
1731,Abundance,CHEBI,False,phenothiazines,38093.0,"a(CHEBI:""phenothiazines"")",phenothiazines
1732,Abundance,GOCC,False,ssRNA viral genome,,"a(GOCC:""ssRNA viral genome"")",ssRNA viral genome
1733,Abundance,CHEBI,,glutamate(2-),,"a(CHEBI:""glutamate(2-)"",loc(MESH:""Pyramidal Cells""))",glutamate(2-)
1734,Abundance,DRUGBANK,False,Pridopidine,,"a(DRUGBANK:""Pridopidine"")",Pridopidine
1735,Abundance,MESHA,,Microglia,,"a(MESHA:""Microglia"",loc(MESHD:""Plaque, Amyloid""))",Microglia
1736,Abundance,CHEBI,False,hexadecanoic acid,15756.0,"a(CHEBI:""hexadecanoic acid"")",hexadecanoic acid
1737,Abundance,CHEBI,False,iron(0),82664.0,"a(CHEBI:""iron(0)"")",iron(0)
1738,Abundance,CHEBI,False,U0126,90693.0,"a(CHEBI:""U0126"")",U0126
1739,Abundance,CHEBI,,amyloid-beta,,"a(CHEBI:""amyloid-beta"",loc(MESHA:""Neurons""))",amyloid-beta
1740,Abundance,CHEBI,False,celecoxib,41423.0,"a(CHEBI:""celecoxib"")",celecoxib
1741,Abundance,CHEBI,False,ketotifen,92511.0,"a(CHEBI:""ketotifen"")",ketotifen
1742,Abundance,MESHA,False,Th2 Cells,,"a(MESHA:""Th2 Cells"")",Th2 Cells
1743,Abundance,CHEBI,False,calcium(1+),39099.0,"a(CHEBI:""calcium(1+)"")",calcium(1+)
1744,Abundance,CHEBI,False,lead(0),27889.0,"a(CHEBI:""lead(0)"")",lead(0)
1745,Abundance,MESH,False,tenuigenin,,"a(MESH:""tenuigenin"")",tenuigenin
1746,Abundance,CHEBI,False,iron chelator,38157.0,"a(CHEBI:""iron chelator"")",iron chelator
1747,Abundance,MESH,False,Gallamine Triethiodide,,"a(MESH:""Gallamine Triethiodide"")",Gallamine Triethiodide
1748,Abundance,CHEBI,False,trichostatin A,46024.0,"a(CHEBI:""trichostatin A"")",trichostatin A
1749,Abundance,CHEBI,False,disodium cromoglycate,128458.0,"a(CHEBI:""disodium cromoglycate"")",disodium cromoglycate
1750,Abundance,CHEBI,False,"3,4-dihydroxybenzoate",36241.0,"a(CHEBI:""3,4-dihydroxybenzoate"")","3,4-dihydroxybenzoate"
1751,Abundance,MESH,False,Gastrointestinal Tract,,"a(MESH:""Gastrointestinal Tract"")",Gastrointestinal Tract
1752,Abundance,CHEBI,False,manganese(0),35154.0,"a(CHEBI:""manganese(0)"")",manganese(0)
1753,Abundance,CHEBI,,calcium(2+),,"a(CHEBI:""calcium(2+)"",loc(GO:""cytoplasm""))",calcium(2+)
1754,Abundance,CHEBI,,calcium(2+),,"a(CHEBI:""calcium(2+)"",loc(GO:""intracellular""))",calcium(2+)
1755,Abundance,MESH,False,"1-(4-methoxybenzyl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",,"a(MESH:""1-(4-methoxybenzyl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"")","1-(4-methoxybenzyl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
1756,Abundance,NIFT,False,Hippocampal atrophy,,"a(NIFT:""Hippocampal atrophy"")",Hippocampal atrophy
1757,Abundance,CHEBI,False,arsenic(3+),35828.0,"a(CHEBI:""arsenic(3+)"")",arsenic(3+)
1758,Abundance,CHEBI,False,RNA fragment,82726.0,"a(CHEBI:""RNA fragment"")",RNA fragment
1759,Abundance,GOCC,False,neurofibrillary tangle,,"a(GOCC:""neurofibrillary tangle"")",neurofibrillary tangle
1760,Abundance,MESH,False,"3-amino-N-(4-methoxybenzyl)-4,6-dimethylthieno(2,3-b)pyridine-2-carboxamide",,"a(MESH:""3-amino-N-(4-methoxybenzyl)-4,6-dimethylthieno(2,3-b)pyridine-2-carboxamide"")","3-amino-N-(4-methoxybenzyl)-4,6-dimethylthieno(2,3-b)pyridine-2-carboxamide"
1761,Abundance,BRCO,False,Hippocampus,,"a(BRCO:""Hippocampus"")",Hippocampus
1762,Abundance,MESH,False,Bacteria,,"a(MESH:""Bacteria"")",Bacteria
1763,Abundance,CHEBI,False,Colibactin,156303.0,"a(CHEBI:""Colibactin"")",Colibactin
1764,Abundance,CHEBI,False,TA-65,,"a(CHEBI:""TA-65"")",TA-65
1765,Abundance,NCIT,False,Presenilin-1,,"a(NCIT:""Presenilin-1"")",Presenilin-1
1766,Abundance,CHEBI,False,PPARalpha agonist,70782.0,"a(CHEBI:""PPARalpha agonist"")",PPARalpha agonist
1767,Abundance,CHEBI,False,polyphenols,,"a(CHEBI:""polyphenols"")",polyphenols
1768,Abundance,MESHA,False,Cholinergic Neurons,,"a(MESHA:""Cholinergic Neurons"")",Cholinergic Neurons
1769,Abundance,NNS,False,misfolded proteins,,"a(NNS:""misfolded proteins"")",misfolded proteins
1770,Abundance,CHEBI,False,probenecid,8426.0,"a(CHEBI:""probenecid"")",probenecid
1771,Abundance,CHEBI,False,BAPTA,60888.0,"a(CHEBI:""BAPTA"")",BAPTA
1772,Abundance,MESH,False,cotinine N-glucuronide,,"a(MESH:""cotinine N-glucuronide"")",cotinine N-glucuronide
1773,Abundance,CHEBI,False,thalidomide,9513.0,"a(CHEBI:""thalidomide"")",thalidomide
1774,Abundance,MESH,False,T-Lymphocytes,,"a(MESH:""T-Lymphocytes"")",T-Lymphocytes
1775,Abundance,CHEMBLA,False,CHEMBL3640772,,"a(CHEMBLA:""CHEMBL3640772"")",CHEMBL3640772
1776,Abundance,CHEBI,False,antidote,50247.0,"a(CHEBI:""antidote"")",antidote
1777,Abundance,CHEBI,,amyloid-beta,,"a(CHEBI:""amyloid-beta"",loc(GO:""intracellular""))",amyloid-beta
1778,Abundance,FIXME,False,escape-latency,,"a(FIXME:""escape-latency"")",escape-latency
1779,Abundance,CHEBI,False,kainic acid,31746.0,"a(CHEBI:""kainic acid"")",kainic acid
1780,Abundance,GOBP,False,neuron projection development,,"a(GOBP:""neuron projection development"")",neuron projection development
1781,Abundance,MESH,False,Nerve Growth Factor,,"a(MESH:""Nerve Growth Factor"")",Nerve Growth Factor
1782,Abundance,PUBCHEM,False,24978557,,"a(PUBCHEM:""24978557"")",24978557
1783,Abundance,CHEBI,False,epibatidine,4803.0,"a(CHEBI:""epibatidine"")",epibatidine
1784,Abundance,MESHF,False,Spatial Processing,,"a(MESHF:""Spatial Processing"")",Spatial Processing
1785,Abundance,MESH,False,talsaclidine fumarate,,"a(MESH:""talsaclidine fumarate"")",talsaclidine fumarate
1786,Abundance,OMIT,False,0016987,,"a(OMIT:""0016987"")",0016987
1787,Abundance,FIXME,False,"InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-4-9(13)10(14)5-8/h3-5,7,11-15H,6H2,1-2H3",,"a(FIXME:""InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-4-9(13)10(14)5-8/h3-5,7,11-15H,6H2,1-2H3"")","InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-4-9(13)10(14)5-8/h3-5,7,11-15H,6H2,1-2H3"
1788,Abundance,CHEBI,False,nifedipine,7565.0,"a(CHEBI:""nifedipine"")",nifedipine
1789,Abundance,PUBCHEM,False,23697816,,"a(PUBCHEM:""23697816"")",23697816
1790,Abundance,FIXME,False,"InChI=1S/C24H28ClN5O/c1-28(15-20-11-13-29(14-12-20)16-19-7-3-2-4-8-19)24(31)23-18-30(27-26-23)17-21-9-5-6-10-22(21)25/h2-10,18,20H,11-17H2,1H3",,"a(FIXME:""InChI=1S/C24H28ClN5O/c1-28(15-20-11-13-29(14-12-20)16-19-7-3-2-4-8-19)24(31)23-18-30(27-26-23)17-21-9-5-6-10-22(21)25/h2-10,18,20H,11-17H2,1H3"")","InChI=1S/C24H28ClN5O/c1-28(15-20-11-13-29(14-12-20)16-19-7-3-2-4-8-19)24(31)23-18-30(27-26-23)17-21-9-5-6-10-22(21)25/h2-10,18,20H,11-17H2,1H3"
1791,Abundance,CONSO,False,4-OH-GTS-21,,"a(CONSO:""4-OH-GTS-21"")",4-OH-GTS-21
1792,Abundance,NNS,False,CRH-IR,,"a(NNS:""CRH-IR"")",CRH-IR
1793,Abundance,CHEBI,False,mycophenolic acid,168396.0,"a(CHEBI:""mycophenolic acid"")",mycophenolic acid
1794,Abundance,FIXME,False,"InChI=1S/C25H31ClN5O/c1-29(16-20-12-14-31(2,15-13-20)19-21-8-4-3-5-9-21)25(32)24-18-30(28-27-24)17-22-10-6-7-11-23(22)26/h3-11,18,20H,12-17,19H2,1-2H3/q+1",,"a(FIXME:""InChI=1S/C25H31ClN5O/c1-29(16-20-12-14-31(2,15-13-20)19-21-8-4-3-5-9-21)25(32)24-18-30(28-27-24)17-22-10-6-7-11-23(22)26/h3-11,18,20H,12-17,19H2,1-2H3/q+1"")","InChI=1S/C25H31ClN5O/c1-29(16-20-12-14-31(2,15-13-20)19-21-8-4-3-5-9-21)25(32)24-18-30(28-27-24)17-22-10-6-7-11-23(22)26/h3-11,18,20H,12-17,19H2,1-2H3/q+1"
1795,Abundance,CHEBI,False,nicotine N(1')-oxide,30734.0,"a(CHEBI:""nicotine N(1')-oxide"")",nicotine N(1')-oxide
1796,Abundance,CHEBI,False,desferrioxamine B,4356.0,"a(CHEBI:""desferrioxamine B"")",desferrioxamine B
1797,Abundance,PUBCHEM,False,107970,,"a(PUBCHEM:""107970"")",107970
1798,Abundance,CHEBI,False,cotinine N-oxide,89087.0,"a(CHEBI:""cotinine N-oxide"")",cotinine N-oxide
1799,Abundance,GO,False,dendritic shaft,,"a(GO:""dendritic shaft"")",dendritic shaft
1800,Abundance,CHEBI,False,(R)-3-hydroxybutyric acid,17066.0,"a(CHEBI:""(R)-3-hydroxybutyric acid"")",(R)-3-hydroxybutyric acid
1801,Abundance,MESH,False,Glatiramer Acetate,,"a(MESH:""Glatiramer Acetate"")",Glatiramer Acetate
1802,Abundance,CHEBI,False,ethylene glycol bis(2-aminoethyl)tetraacetic acid,30740.0,"a(CHEBI:""ethylene glycol bis(2-aminoethyl)tetraacetic acid"")",ethylene glycol bis(2-aminoethyl)tetraacetic acid
1803,Abundance,MESH,False,alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid,,"a(MESH:""alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid"")",alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid
1804,Abundance,MESH,False,"Nerve Fibers, Myelinated",,"a(MESH:""Nerve Fibers, Myelinated"")","Nerve Fibers, Myelinated"
1805,Abundance,DRUGBANK,False,Alemtuzumab,,"a(DRUGBANK:""Alemtuzumab"")",Alemtuzumab
1806,Abundance,BRCO,False,Microglia,,"a(BRCO:""Microglia"")",Microglia
1807,Abundance,CHEBI,False,vanoxerine,64089.0,"a(CHEBI:""vanoxerine"")",vanoxerine
1808,Abundance,CHEBI,False,amyloid-beta polypeptide 40,64646.0,"a(CHEBI:""amyloid-beta polypeptide 40"")",amyloid-beta polypeptide 40
1809,Abundance,PUBCHEM,False,4212,,"a(PUBCHEM:""4212"")",4212
1810,Abundance,CHEBI,False,24-hydroxycholesterol,50515.0,"a(CHEBI:""24-hydroxycholesterol"")",24-hydroxycholesterol
1811,Abundance,CHEBI,False,Honokiol,5759.0,"a(CHEBI:""Honokiol"")",Honokiol
1812,Abundance,GO,False,axon,,"a(GO:""axon"")",axon
1813,Abundance,PUBCHEM,False,44599207,,"a(PUBCHEM:""44599207"")",44599207
1814,Abundance,CHEBI,False,ganglioside,28892.0,"a(CHEBI:""ganglioside"")",ganglioside
1815,Abundance,CHEBI,False,chloride,17996.0,"a(CHEBI:""chloride"")",chloride
1816,Abundance,CHEBI,False,polyphenol,26195.0,"a(CHEBI:""polyphenol"")",polyphenol
1817,Abundance,CHEBI,False,lead atom,25016.0,"a(CHEBI:""lead atom"")",lead atom
1818,Abundance,CHEBI,False,cytisine,4055.0,"a(CHEBI:""cytisine"")",cytisine
1819,Abundance,DRUGBANK,False,Methylprednisolone,,"a(DRUGBANK:""Methylprednisolone"")",Methylprednisolone
1820,Abundance,BRCO,False,Astrocyte,,"a(BRCO:""Astrocyte"")",Astrocyte
1821,Abundance,GO,False,perikaryon,,"a(GO:""perikaryon"")",perikaryon
1822,Abundance,PUBCHEM,False,5288811,,"a(PUBCHEM:""5288811"")",5288811
1823,Abundance,CHEBI,False,teriflunomide,68540.0,"a(CHEBI:""teriflunomide"")",teriflunomide
1824,Abundance,CHEBI,False,dexamethasone,41879.0,"a(CHEBI:""dexamethasone"")",dexamethasone
1825,Abundance,MESH,False,Erythrocytes,,"a(MESH:""Erythrocytes"")",Erythrocytes
1826,Abundance,CHEBI,False,varenicline,84500.0,"a(CHEBI:""varenicline"")",varenicline
1827,Abundance,MESH,,Sodium,,"a(MESH:""Sodium"",loc(GO:""axon cytoplasm""))",Sodium
1828,Abundance,MESH,False,Glutamates,,"a(MESH:""Glutamates"")",Glutamates
1829,Abundance,MESH,False,Blastocyst,,"a(MESH:""Blastocyst"")",Blastocyst
1830,Abundance,MESH,False,Pericytes,,"a(MESH:""Pericytes"")",Pericytes
1831,Abundance,CHEBI,False,exendin-4,64073.0,"a(CHEBI:""exendin-4"")",exendin-4
1832,Abundance,PUBCHEM,False,11249342,,"a(PUBCHEM:""11249342"")",11249342
1833,Abundance,CHEBI,False,advanced glycation end-product,84123.0,"a(CHEBI:""advanced glycation end-product"")",advanced glycation end-product
1834,Abundance,CHEBI,,2 L-glutamate,,"a(CHEBI:""2 L-glutamate"",loc(MESH:""Synapses""))",2 L-glutamate
1835,Abundance,CHEBI,False,liraglutide,71193.0,"a(CHEBI:""liraglutide"")",liraglutide
1836,Abundance,PUBCHEM,False,9942427,,"a(PUBCHEM:""9942427"")",9942427
1837,Abundance,CONSO,False,AG18051,,"a(CONSO:""AG18051"")",AG18051
1838,Abundance,NCIT,,C123783,,"a(NCIT:""C123783"",loc(MESH:""Spinal Cord""))",C123783
1839,Abundance,CHEBI,False,catechin,23053.0,"a(CHEBI:""catechin"")",catechin
1840,Abundance,CHEBI,,calcium ion,,"a(CHEBI:""calcium ion"",loc(MESH:""Intracellular Space""))",calcium ion
1841,Abundance,CONSO,False,CONSO00075,,"a(CONSO:""CONSO00075"")",CONSO00075
1842,Abundance,CHEBI,False,ergoloid mesylate,34706.0,"a(CHEBI:""ergoloid mesylate"")",ergoloid mesylate
1843,Abundance,MESH,,Cytoskeleton,,"a(MESH:""Cytoskeleton"",loc(MESH:""Synapses""))",Cytoskeleton
1844,Abundance,CHEBI,,iron(3+),,"a(CHEBI:""iron(3+)"",loc(GO:""extracellular space""))",iron(3+)
1845,Abundance,PMICHEM,False,cerebrolysin,,"a(PMICHEM:""cerebrolysin"")",cerebrolysin
1846,Abundance,DRUGBANK,False,Galantamine,,"a(DRUGBANK:""Galantamine"")",Galantamine
1847,Abundance,PUBCHEM,False,363907627,,"a(PUBCHEM:""363907627"")",363907627
1848,Abundance,CHEBI,False,NMDA receptor antagonist,60643.0,"a(CHEBI:""NMDA receptor antagonist"")",NMDA receptor antagonist
1849,Abundance,CHEBI,False,GW 501516,73726.0,"a(CHEBI:""GW 501516"")",GW 501516
1850,Abundance,PUBCHEM,False,16231,,"a(PUBCHEM:""16231"")",16231
1851,Abundance,CHEBI,False,antipsychotic agent,35476.0,"a(CHEBI:""antipsychotic agent"")",antipsychotic agent
1852,Abundance,MESH,False,Oxidants,,"a(MESH:""Oxidants"")",Oxidants
1853,Abundance,MESH,False,"Receptors, N-Methyl-D-Aspartate",,"a(MESH:""Receptors, N-Methyl-D-Aspartate"")","Receptors, N-Methyl-D-Aspartate"
1854,Abundance,CHEBI,False,paroxetine,7936.0,"a(CHEBI:""paroxetine"")",paroxetine
1855,Abundance,CHEBI,False,3-methyladenine,38635.0,"a(CHEBI:""3-methyladenine"")",3-methyladenine
1856,Abundance,MESH,False,JNK Mitogen-Activated Protein Kinases,,"a(MESH:""JNK Mitogen-Activated Protein Kinases"")",JNK Mitogen-Activated Protein Kinases
1857,Abundance,CHEBI,,dopamine,,"a(CHEBI:""dopamine"",loc(GO:""cytosol""))",dopamine
1858,Abundance,MESHC,False,calyculin A,,"a(MESHC:""calyculin A"")",calyculin A
1859,Abundance,CHEBI,False,torin 1,84327.0,"a(CHEBI:""torin 1"")",torin 1
1860,Abundance,CONSO,,amyloid-beta aggregates,,"a(CONSO:""amyloid-beta aggregates"",loc(MESH:""Plaque, Amyloid""))",amyloid-beta aggregates
1861,Abundance,CHEBI,False,trifluoperazine,45951.0,"a(CHEBI:""trifluoperazine"")",trifluoperazine
1862,Abundance,CHEBI,False,physostigmine,27953.0,"a(CHEBI:""physostigmine"")",physostigmine
1863,Abundance,CHEBI,False,etacrynic acid,4876.0,"a(CHEBI:""etacrynic acid"")",etacrynic acid
1864,Abundance,CHEBI,,calcium(2+),,"a(CHEBI:""calcium(2+)"",loc(GO:""cytosol""))",calcium(2+)
1865,Abundance,CHEBI,False,edaravone,31530.0,"a(CHEBI:""edaravone"")",edaravone
1866,Abundance,MESH,False,"Plaque, Amyloid",,"a(MESH:""Plaque, Amyloid"")","Plaque, Amyloid"
1867,Abundance,CHEBI,False,17beta-hydroxy-5alpha-androstan-3-one,16330.0,"a(CHEBI:""17beta-hydroxy-5alpha-androstan-3-one"")",17beta-hydroxy-5alpha-androstan-3-one
1868,Abundance,PUBCHEM,False,44584733,,"a(PUBCHEM:""44584733"")",44584733
1869,Abundance,CHEBI,False,isoflavone,18220.0,"a(CHEBI:""isoflavone"")",isoflavone
1870,Abundance,CONSO,False,CONSO00006,,"a(CONSO:""CONSO00006"")",CONSO00006
1871,Abundance,CONSO,,amyloid-beta oligomers,,"a(CONSO:""amyloid-beta oligomers"",loc(GO:""extracellular region""))",amyloid-beta oligomers
1872,Abundance,PUBCHEM,False,73078,,"a(PUBCHEM:""73078"")",73078
1873,Abundance,NCIT,False,Microtubule-Associated Proteins 1A/1B Light Chain 3-II,,"a(NCIT:""Microtubule-Associated Proteins 1A/1B Light Chain 3-II"")",Microtubule-Associated Proteins 1A/1B Light Chain 3-II
