:ID,:LABEL,bel:string,involved_genes:string,involved_other:string,species:float
12289,Translocation,"tloc(a(CHEBI:""choline""),fromLoc(GO:""synaptic cleft""),toLoc(MESH:""Cholinergic Neurons""))",,choline,
12290,Translocation,"tloc(complex(GO:""protein phosphatase type 2A complex""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))",,protein phosphatase type 2A complex,
12291,Translocation,"tloc(p(HGNC:""MAPT""),fromLoc(GO:""axon""),toLoc(GO:""cell body""))",MAPT,,9606.0
12292,Translocation,"tloc(p(HGNC:""CTSE""),fromLoc(MESHCS:""Lysosomes""),toLoc(MESHCS:""Cytosol""))",CTSE,,9606.0
12293,Translocation,"tloc(p(HGNC:""TFE3""),fromLoc(MESH:""Lysosomes""),toLoc(GO:""nucleus""))",TFE3,,9606.0
12294,Translocation,"tloc(p(MESH:""Proteins"",pmod(CONSO:""misfolding"")),fromLoc(GO:""endoplasmic reticulum lumen""),toLoc(GO:""cytosol""))",Proteins,,
12295,Translocation,"tloc(p(HGNC:""CTSF""),fromLoc(MESHCS:""Lysosomes""),toLoc(MESHCS:""Cytosol""))",CTSF,,9606.0
12296,Translocation,"tloc(a(CHEBI:""amyloid-beta""),fromLoc(MESHA:""Extracellular Space""),toLoc(MESHA:""Cytoplasm""))",,amyloid-beta,
12297,Translocation,"tloc(p(MGI:""Mapt""),fromLoc(MESH:""Extracellular Space""),toLoc(MESH:""Intracellular Space""))",Mapt,,10090.0
12298,Translocation,"tloc(a(CHEBI:""calcium ion""),fromLoc(GO:""endoplasmic reticulum""),toLoc(MESH:""Cytoplasm""))",,calcium ion,
12299,Translocation,"tloc(p(HGNC:""HSF1""),fromLoc(MESH:""Cytosol""),toLoc(MESH:""Cell Nucleus""))",HSF1,,9606.0
12300,Translocation,"tloc(p(HGNC:""CASP7""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))",CASP7,,9606.0
12301,Translocation,"tloc(a(MESHC:""octaarginine""),fromLoc(GOCC:""external side of plasma membrane""),toLoc(GOCC:""cytoplasmic side of plasma membrane""))",,octaarginine,
12302,Translocation,"tloc(p(HGNC:""CDH2""),fromLoc(MESHCS:""Endoplasmic Reticulum""),toLoc(MESHCS:""Cell Membrane""))",CDH2,,9606.0
12303,Translocation,"tloc(p(HGNC:""APP""),fromLoc(GO:""cytoplasm""),toLoc(GO:""cell surface""))",APP,,9606.0
12304,Translocation,"tloc(p(MGI:""Mapt""),fromLoc(MESH:""Extracellular Space""),toLoc(GO:""multivesicular body""))",Mapt,,10090.0
12305,Translocation,"tloc(a(MESH:""Cations, Divalent""),fromLoc(MESH:""Intracellular Space""),toLoc(MESH:""Extracellular Space""))",,"Cations, Divalent",
12306,Translocation,"tloc(a(CHEBI:""ATP""),fromLoc(GO:""mitochondrion""),toLoc(GO:""axon cytoplasm""))",,ATP,
12307,Translocation,"tloc(a(MESH:""Microglia""),fromLoc(GO:""extracellular region""),toLoc(MESH:""Spinal Cord""))",,Microglia,
12308,Translocation,"tloc(p(HGNC:""BAX""),fromLoc(MESHCS:""Cytosol""),toLoc(MESHCS:""Lysosomes""))",BAX,,9606.0
12309,Translocation,"tloc(p(HGNC:""TFEB""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))",TFEB,,9606.0
12310,Translocation,"tloc(a(CONSO:""Tau fibrils""),fromLoc(GO:""extracellular region""),toLoc(MESH:""Neurons""))",,Tau fibrils,
12311,Translocation,"tloc(a(CHEBI:""choline""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))",,choline,
12312,Translocation,"tloc(complex(GO:""protein phosphatase type 2A complex""),fromLoc(GO:""cytoplasm""),toLoc(GO:""centrosome""))",,protein phosphatase type 2A complex,
12313,Translocation,"tloc(a(MESH:""Protein Aggregates""),fromLoc(GO:""cytoplasm""),toLoc(GO:""lysosome""))",,Protein Aggregates,
12314,Translocation,"tloc(p(HGNC:""FOXO3""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))",FOXO3,,9606.0
12315,Translocation,"tloc(a(CHEBI:""calcium(2+)""),fromLoc(MESH:""Intracellular Space""),toLoc(GO:""cytosol""))",,calcium(2+),
12316,Translocation,"tloc(a(PUBCHEM:""135566354""),fromLoc(MESH:""Blood""),toLoc(MESH:""Brain""))",,135566354,
12317,Translocation,"tloc(complex(CONSO:""alpha-4 beta-2 nAChR""),fromLoc(MESH:""Cytoplasm""),toLoc(MESH:""Cell Membrane""))",,alpha-4 beta-2 nAChR,
12318,Translocation,"tloc(a(MESH:""Proteins""),fromLoc(GO:""cytoplasm""),toLoc(GO:""lysosomal lumen""))",,Proteins,
12319,Translocation,"tloc(p(HGNC:""PRKN""),fromLoc(GO:""cytoplasm""),toLoc(GO:""centrosome""))",PRKN,,9606.0
12320,Translocation,"tloc(p(HGNC:""TRAF6""),fromLoc(MESHA:""Cytoplasm""),toLoc(MESHA:""Mitochondria""))",TRAF6,,9606.0
12321,Translocation,"tloc(a(CONSO:""amyloid-beta derived diffusible ligands""),fromLoc(GO:""extracellular region""),toLoc(MESH:""Intracellular Space""))",,amyloid-beta derived diffusible ligands,
12322,Translocation,"tloc(p(CONSO:""CONSO00053"",var(""p.Ser262Glu""),var(""p.Ser293Glu""),var(""p.Ser324Glu""),var(""p.Ser356Glu"")),fromLoc(MESH:""Extracellular Space""),toLoc(GO:""lysosome""))",CONSO00053,,
12323,Translocation,"tloc(p(HGNC:""ATF6""),fromLoc(MESH:""Endoplasmic Reticulum""),toLoc(MESH:""Golgi Apparatus""))",ATF6,,9606.0
12324,Translocation,"tloc(p(HGNC:""CYCS""),fromLoc(MESH:""Mitochondria""),toLoc(MESH:""Cytosol""))",CYCS,,9606.0
12325,Translocation,"tloc(a(MESHC:""TAT Peptide""),fromLoc(GOCC:""external side of plasma membrane""),toLoc(GOCC:""cytoplasmic side of plasma membrane""))",,TAT Peptide,
12326,Translocation,"tloc(a(CHEBI:""calcium(2+)""),fromLoc(MESHCS:""Endoplasmic Reticulum""),toLoc(MESHCS:""Cytoplasm""))",,calcium(2+),
12327,Translocation,"tloc(p(HGNC:""CARM1""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))",CARM1,,9606.0
12328,Translocation,"tloc(p(CONSO:""CONSO00053"",pmod(Ph,S,202),pmod(Ph,T,205)),fromLoc(MESH:""Extracellular Space""),toLoc(GO:""lysosome""))",CONSO00053,,
12329,Translocation,"tloc(a(CHEBI:""calcium(2+)""),fromLoc(MESH:""Intracellular Space""),toLoc(MESH:""Extracellular Space""))",,calcium(2+),
12330,Translocation,"tloc(a(MESH:""Lymphocytes""),fromLoc(MESH:""Blood""),toLoc(MESH:""Brain""))",,Lymphocytes,
12331,Translocation,"tloc(a(CHEBI:""Hexamethonium""),fromLoc(GO:""extracellular region""),toLoc(MESH:""Central Nervous System""))",,Hexamethonium,
12332,Translocation,"tloc(complex(p(HGNC:""APP""),p(HGNC:""ITGB1BP1"")),fromLoc(MESHCS:""Axons""),toLoc(MESHCS:""Synapses""))",APP;ITGB1BP1,,9606.0
12333,Translocation,"tloc(p(CONSO:""CONSO00053"",pmod(Ph,S,214),pmod(Ph,T,212)),fromLoc(MESH:""Extracellular Space""),toLoc(GO:""lysosome""))",CONSO00053,,
12334,Translocation,"tloc(a(CHEBI:""neurotransmitter""),fromLoc(GO:""intracellular""),toLoc(GO:""extracellular region""))",,neurotransmitter,
12335,Translocation,"tloc(a(MESH:""Cytoplasmic Vesicles""),fromLoc(GO:""cytoplasm""),toLoc(GO:""lysosome""))",,Cytoplasmic Vesicles,
12336,Translocation,"tloc(a(CHEBI:""macromolecule""),fromLoc(MESH:""Parenchymal Tissue""),toLoc(MESH:""Lymph Nodes""))",,macromolecule,
12337,Translocation,"tloc(p(HGNC:""CTSG""),fromLoc(MESHCS:""Lysosomes""),toLoc(MESHCS:""Cytosol""))",CTSG,,9606.0
12338,Translocation,"tloc(a(CHEBI:""amyloid-beta""),fromLoc(GO:""cytoplasm""),toLoc(MESH:""Astrocytes""))",,amyloid-beta,
12339,Translocation,"tloc(p(HGNC:""APP""),fromLoc(GO:""trans-Golgi network""),toLoc(GO:""plasma membrane""))",APP,,9606.0
12340,Translocation,"tloc(a(CHEBI:""dopamine""),fromLoc(MESH:""Presynaptic Terminals""),toLoc(GO:""extracellular region""))",,dopamine,
12341,Translocation,"tloc(a(CHEBI:""acetylcholine""),fromLoc(GO:""cytosol""),toLoc(MESH:""Synaptic Vesicles""))",,acetylcholine,
12342,Translocation,"tloc(p(HGNCGENEFAMILY:""Glutamate ionotropic receptor NMDA type subunits""),fromLoc(GO:""cytoplasm""),toLoc(GO:""plasma membrane""))",Glutamate ionotropic receptor NMDA type subunits,,
12343,Translocation,"tloc(p(HGNC:""APP""),fromLoc(MESHCS:""trans-Golgi Network""),toLoc(MESHCS:""Cell Surface Extensions""))",APP,,9606.0
12344,Translocation,"tloc(p(HGNC:""IRF3""),fromLoc(MESHA:""Cytoplasm""),toLoc(MESHA:""Cell Nucleus""))",IRF3,,9606.0
12345,Translocation,"tloc(a(CONSO:""amyloid-beta derived diffusible ligands""),fromLoc(MESH:""Brain""),toLoc(MESH:""Blood""))",,amyloid-beta derived diffusible ligands,
12346,Translocation,"tloc(a(CHEBI:""amyloid-beta""),fromLoc(GO:""intracellular""),toLoc(MESH:""Plasma""))",,amyloid-beta,
12347,Translocation,"tloc(p(CONSO:""N-terminal fragment of ATF6""),fromLoc(MESH:""Cytosol""),toLoc(MESH:""Cell Nucleus""))",N-terminal fragment of ATF6,,
12348,Translocation,"tloc(a(CHEBI:""calcium(2+)""),fromLoc(MESH:""Extracellular Space""),toLoc(MESH:""Intracellular Space""))",,calcium(2+),
12349,Translocation,"tloc(a(MESHC:""tau fibrils""),fromLoc(GOCC:""external side of plasma membrane""),toLoc(GOCC:""cytoplasm""))",,tau fibrils,
12350,Translocation,"tloc(p(HGNC:""CYCS""),fromLoc(MESHCS:""Mitochondria""),toLoc(MESHCS:""Cytosol""))",CYCS,,9606.0
12351,Translocation,"tloc(p(HGNC:""TFEB""),fromLoc(GO:""nucleus""),toLoc(GO:""cytoplasm""))",TFEB,,9606.0
12352,Translocation,"tloc(a(GO:""organelle""),fromLoc(GO:""cytoplasm""),toLoc(GO:""lysosome""))",,organelle,
12353,Translocation,"tloc(p(HGNC:""APP""),fromLoc(MESHCS:""trans-Golgi Network""),toLoc(MESHCS:""Cell Membrane""))",APP,,9606.0
12354,Translocation,"tloc(a(MESH:""Lymphocytes""),fromLoc(GO:""cytoplasm""),toLoc(MESH:""Brain""))",,Lymphocytes,
12355,Translocation,"tloc(a(CHEBI:""calcium(2+)""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular part""))",,calcium(2+),
12356,Translocation,"tloc(p(HGNC:""LRP8""),fromLoc(MESHCS:""Cell Surface Extensions""),toLoc(MESHCS:""Endosomes""))",LRP8,,9606.0
12357,Translocation,"tloc(p(HGNCGENEFAMILY:""MTOR complex 1""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))",MTOR complex 1,,
12358,Translocation,"tloc(p(HGNC:""MAPT""),fromLoc(GO:""axon""),toLoc(MESH:""Dendritic Spines""))",MAPT,,9606.0
12359,Translocation,"tloc(a(CHEBI:""calcium(2+)""),fromLoc(GO:""extracellular region""),toLoc(GO:""synapse""))",,calcium(2+),
12360,Translocation,"tloc(a(MESH:""Proteins""),fromLoc(GO:""cytoplasm""),toLoc(GO:""lysosome""))",,Proteins,
12361,Translocation,"tloc(a(MESH:""Proteins""),fromLoc(GO:""endoplasmic reticulum""),toLoc(GO:""Golgi apparatus""))",,Proteins,
12362,Translocation,"tloc(p(HGNC:""CTSL""),fromLoc(MESHCS:""Lysosomes""),toLoc(MESHCS:""Cytosol""))",CTSL,,9606.0
12363,Translocation,"tloc(p(MGI:""Fyn""),fromLoc(GO:""cytoplasm""),toLoc(GO:""membrane raft""))",Fyn,,10090.0
12364,Translocation,"tloc(p(HGNC:""APP""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))",APP,,9606.0
12365,Translocation,"tloc(p(CONSO:""alpha-4-containing nAChR""),fromLoc(GO:""endoplasmic reticulum""),toLoc(GO:""extracellular region""))",alpha-4-containing nAChR,,
12366,Translocation,"tloc(a(GO:""intrinsic component of plasma membrane""),fromLoc(GO:""plasma membrane""),toLoc(GO:""lysosome""))",,intrinsic component of plasma membrane,
12367,Translocation,"tloc(p(HGNC:""HTT"",pmod(CONSO:""CAG repeats"")),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))",HTT,,9606.0
12368,Translocation,"tloc(p(HGNC:""APP""),fromLoc(MESHCS:""Axons""),toLoc(MESHCS:""Cell Membrane""))",APP,,9606.0
12369,Translocation,"tloc(p(HGNC:""IRF7""),fromLoc(MESHA:""Cytoplasm""),toLoc(MESHA:""Cell Nucleus""))",IRF7,,9606.0
12370,Translocation,"tloc(a(CONSO:""amyloid-beta derived diffusible ligands""),fromLoc(MESH:""Blood""),toLoc(MESH:""Cerebrospinal Fluid""))",,amyloid-beta derived diffusible ligands,
12371,Translocation,"tloc(a(MESH:""Proteins""),fromLoc(GO:""proteasome regulatory particle""),toLoc(CONSO:""20 S Proteasome""))",,Proteins,
12372,Translocation,"tloc(p(HGNC:""MAPT""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))",MAPT,,9606.0
12373,Translocation,"tloc(a(MESHC:""alpha-Synuclein fibrils""),fromLoc(GOCC:""external side of plasma membrane""),toLoc(GOCC:""cytoplasm""))",,alpha-Synuclein fibrils,
12374,Translocation,"tloc(p(HGNC:""BACE1""),fromLoc(MESHCS:""Cell Membrane""),toLoc(MESHCS:""Endosomes""))",BACE1,,9606.0
12375,Translocation,"tloc(a(CHEBI:""amyloid-beta""),fromLoc(MESH:""Blood-Brain Barrier""),toLoc(MESH:""Blood""))",,amyloid-beta,
