:ID,:LABEL,namespace:string,bel:string,name:string,involved_other:string
1145,Pathology,DO,"path(DO:""inflammation"")",inflammation,inflammation
1146,Pathology,DO,"path(DO:""chronic inflammation"")",chronic inflammation,chronic inflammation
1147,Pathology,MESH,"path(MESH:""Aggression"")",Aggression,Aggression
1148,Pathology,MESH,"path(MESH:""Remyelination"")",Remyelination,Remyelination
1149,Pathology,HP,"path(HP:""Axonal loss"")",Axonal loss,Axonal loss
1150,Pathology,DOID,"path(DOID:""neurosarcoidosis"")",neurosarcoidosis,neurosarcoidosis
1151,Pathology,MESH,"path(MESH:""Host-Pathogen Interactions"")",Host-Pathogen Interactions,Host-Pathogen Interactions
1152,Pathology,MESH,"path(MESH:""Antiretroviral Therapy, Highly Active"")","Antiretroviral Therapy, Highly Active","Antiretroviral Therapy, Highly Active"
1153,Pathology,HP,"path(HP:""Neuronal loss in the cerebral cortex"")",Neuronal loss in the cerebral cortex,Neuronal loss in the cerebral cortex
1154,Pathology,EFO,"path(EFO:""physical activity"")",physical activity,physical activity
1155,Pathology,MESH,"path(MESH:""Organelle Biogenesis"")",Organelle Biogenesis,Organelle Biogenesis
1156,Pathology,DOID,"path(DOID:""Neurodegenerative disease"")",Neurodegenerative disease,Neurodegenerative disease
1157,Pathology,MESH,"path(MESH:""Vision, Ocular"")","Vision, Ocular","Vision, Ocular"
1158,Pathology,MESHD,"path(MESHD:""Diarrhea"")",Diarrhea,Diarrhea
1159,Pathology,DO,"path(DO:""Nasu-Hakola disease"")",Nasu-Hakola disease,Nasu-Hakola disease
1160,Pathology,MESH,"path(MESH:""Hypertrophy, Right Ventricular"")","Hypertrophy, Right Ventricular","Hypertrophy, Right Ventricular"
1161,Pathology,MESH,"path(MESH:""Edema"")",Edema,Edema
1162,Pathology,MESH,"path(MESH:""Population Density"")",Population Density,Population Density
1163,Pathology,MESH,"path(MESH:""Physical Therapy Modalities"")",Physical Therapy Modalities,Physical Therapy Modalities
1164,Pathology,ORPHANET,"path(ORPHANET:""477738"")",477738,477738
1165,Pathology,DOID,"path(DOID:""alcoholic hepatitis"")",alcoholic hepatitis,alcoholic hepatitis
1166,Pathology,HP,"path(HP:""Memory impairment"")",Memory impairment,Memory impairment
1167,Pathology,DOID,"path(DOID:""hypoglycemia"")",hypoglycemia,hypoglycemia
1168,Pathology,MESH,"path(MESH:""Caloric Restriction"")",Caloric Restriction,Caloric Restriction
1169,Pathology,DOID,"path(DOID:""amyotrophic lateral sclerosis"")",amyotrophic lateral sclerosis,amyotrophic lateral sclerosis
1170,Pathology,MESH,"path(MESH:""Cerebrovascular Disorders"")",Cerebrovascular Disorders,Cerebrovascular Disorders
1171,Pathology,MESH,"path(MESH:""Hypertension"")",Hypertension,Hypertension
1172,Pathology,ADO,"path(ADO:""anxiety"")",anxiety,anxiety
1173,Pathology,MESHD,"path(MESHD:""Respiratory Tract Infections"")",Respiratory Tract Infections,Respiratory Tract Infections
1174,Pathology,MESH,"path(MESH:""Nociceptive Pain"")",Nociceptive Pain,Nociceptive Pain
1175,Pathology,MESH,"path(MESH:""Vitamin B Deficiency"")",Vitamin B Deficiency,Vitamin B Deficiency
1176,Pathology,MESH,"path(MESH:""Hypotension"")",Hypotension,Hypotension
1177,Pathology,NCIT,"path(NCIT:""C78302"")",C78302,C78302
1178,Pathology,DOID,"path(DOID:""myelitis"")",myelitis,myelitis
1179,Pathology,MESH,"path(MESH:""Memory"")",Memory,Memory
1180,Pathology,MESH,"path(MESH:""Spatial Memory"")",Spatial Memory,Spatial Memory
1181,Pathology,MESH,"path(MESH:""Age of Onset"")",Age of Onset,Age of Onset
1182,Pathology,MESH,"path(MESH:""Nausea"")",Nausea,Nausea
1183,Pathology,MESH,"path(MESH:""Motor Activity"")",Motor Activity,Motor Activity
1184,Pathology,MESHD,"path(MESHD:""Hypercholesterolemia"")",Hypercholesterolemia,Hypercholesterolemia
1185,Pathology,MESHD,"path(MESHD:""Obesity"")",Obesity,Obesity
1186,Pathology,HP,"path(HP:""Bone cyst"")",Bone cyst,Bone cyst
1187,Pathology,CONSO,"path(CONSO:""Chronic cerebral hypoperfusion"")",Chronic cerebral hypoperfusion,Chronic cerebral hypoperfusion
1188,Pathology,MESH,"path(MESH:""Viscosity"")",Viscosity,Viscosity
1189,Pathology,MESH,"path(MESH:""Machado-Joseph Disease"")",Machado-Joseph Disease,Machado-Joseph Disease
1190,Pathology,HP,"path(HP:""Macular edema"")",Macular edema,Macular edema
1191,Pathology,DOID,"path(DOID:""thrombocytopenia"")",thrombocytopenia,thrombocytopenia
1192,Pathology,DOID,"path(DOID:""central nervous system vasculitis"")",central nervous system vasculitis,central nervous system vasculitis
1193,Pathology,MESH,"path(MESH:""Autoimmunity"")",Autoimmunity,Autoimmunity
1194,Pathology,HP,"path(HP:""Helicobacter pylori infection"")",Helicobacter pylori infection,Helicobacter pylori infection
1195,Pathology,HP,"path(HP:""Abnormality of the cerebral subcortex"")",Abnormality of the cerebral subcortex,Abnormality of the cerebral subcortex
1196,Pathology,MESH,"path(MESH:""Fibrosis"")",Fibrosis,Fibrosis
1197,Pathology,MESH,"path(MESH:""Protein Modification, Translational"")","Protein Modification, Translational","Protein Modification, Translational"
1198,Pathology,MESH,"path(MESH:""Neuroprotection"")",Neuroprotection,Neuroprotection
1199,Pathology,GO,"path(GO:""neurofibrillary tangle"")",neurofibrillary tangle,neurofibrillary tangle
1200,Pathology,MESHD,"path(MESHD:""taupathies"")",taupathies,taupathies
1201,Pathology,HP,"path(HP:""Vomiting"")",Vomiting,Vomiting
1202,Pathology,MESH,"path(MESH:""Pick Disease of the Brain"")",Pick Disease of the Brain,Pick Disease of the Brain
1203,Pathology,CONSO,"path(CONSO:""neuroinflammation"")",neuroinflammation,neuroinflammation
1204,Pathology,MESH,"path(MESH:""Alzheimer disease, familial, type 3"")","Alzheimer disease, familial, type 3","Alzheimer disease, familial, type 3"
1205,Pathology,MESH,"path(MESH:""Social Distance"")",Social Distance,Social Distance
1206,Pathology,MESH,"path(MESH:""Anhedonia"")",Anhedonia,Anhedonia
1207,Pathology,CONSO,"path(CONSO:""Clonal Expansion"")",Clonal Expansion,Clonal Expansion
1208,Pathology,MESH,"path(MESH:""Amnesia, Retrograde"")","Amnesia, Retrograde","Amnesia, Retrograde"
1209,Pathology,MESH,"path(MESH:""Mortality"")",Mortality,Mortality
1210,Pathology,EFO,"path(EFO:""endothelial dysfunction"")",endothelial dysfunction,endothelial dysfunction
1211,Pathology,DOID,"path(DOID:""encephalitis"")",encephalitis,encephalitis
1212,Pathology,DOID,"path(DOID:""migraine"")",migraine,migraine
1213,Pathology,MESH,"path(MESH:""Weight Loss"")",Weight Loss,Weight Loss
1214,Pathology,MESH,"path(MESH:""Atrophy"")",Atrophy,Atrophy
1215,Pathology,MESHD,"path(MESHD:""Mitochondrial Diseases"")",Mitochondrial Diseases,Mitochondrial Diseases
1216,Pathology,MESHD,"path(MESHD:""Anemia"")",Anemia,Anemia
1217,Pathology,HBP,"path(HBP:""mitochondrial dysfunction"")",mitochondrial dysfunction,mitochondrial dysfunction
1218,Pathology,MESH,"path(MESH:""Back Pain"")",Back Pain,Back Pain
1219,Pathology,MESH,"path(MESH:""Deglutition Disorders"")",Deglutition Disorders,Deglutition Disorders
1220,Pathology,MESH,"path(MESH:""Systemic Inflammatory Response Syndrome"")",Systemic Inflammatory Response Syndrome,Systemic Inflammatory Response Syndrome
1221,Pathology,HP,"path(HP:""Rigidity"")",Rigidity,Rigidity
1222,Pathology,MESH,"path(MESH:""Plaque, Amyloid"")","Plaque, Amyloid","Plaque, Amyloid"
1223,Pathology,MESH,"path(MESH:""Psychomotor Performance"")",Psychomotor Performance,Psychomotor Performance
1224,Pathology,MESHD,"path(MESHD:""Memory Disorders"")",Memory Disorders,Memory Disorders
1225,Pathology,MESHD,"path(MESHD:""Plaque, Amyloid"")","Plaque, Amyloid","Plaque, Amyloid"
1226,Pathology,CONSO,"path(CONSO:""Microgliosis"")",Microgliosis,Microgliosis
1227,Pathology,CONSO,"path(CONSO:""Autosomal Dominant Nocturnal Frontal Lobe Epilepsy"")",Autosomal Dominant Nocturnal Frontal Lobe Epilepsy,Autosomal Dominant Nocturnal Frontal Lobe Epilepsy
1228,Pathology,MESH,"path(MESH:""Necrosis"")",Necrosis,Necrosis
1229,Pathology,DOID,"path(DOID:""leukemia"")",leukemia,leukemia
1230,Pathology,MESH,"path(MESH:""Stomatitis, Herpetic"")","Stomatitis, Herpetic","Stomatitis, Herpetic"
1231,Pathology,MESH,"path(MESH:""Susac Syndrome"")",Susac Syndrome,Susac Syndrome
1232,Pathology,DOID,"path(DOID:""familial Mediterranean fever"")",familial Mediterranean fever,familial Mediterranean fever
1233,Pathology,MESH,"path(MESH:""Cytomegalovirus Infections"")",Cytomegalovirus Infections,Cytomegalovirus Infections
1234,Pathology,MESH,"path(MESH:""Cognitive Dissonance"")",Cognitive Dissonance,Cognitive Dissonance
1235,Pathology,DOID,"path(DOID:""Parkinson's disease"")",Parkinson's disease,Parkinson's disease
1236,Pathology,EFO,"path(EFO:""Endoplasmic Reticulum Stress"")",Endoplasmic Reticulum Stress,Endoplasmic Reticulum Stress
1237,Pathology,MESH,"path(MESH:""Anxiety"")",Anxiety,Anxiety
1238,Pathology,MESHD,"path(MESHD:""Creutzfeldt-Jakob Syndrome"")",Creutzfeldt-Jakob Syndrome,Creutzfeldt-Jakob Syndrome
1239,Pathology,MESHD,"path(MESHD:""Delirium"")",Delirium,Delirium
1240,Pathology,MESHD,"path(MESHD:""Atrophy"")",Atrophy,Atrophy
1241,Pathology,MESH,"path(MESH:""Proteostasis Deficiencies"")",Proteostasis Deficiencies,Proteostasis Deficiencies
1242,Pathology,MESH,"path(MESH:""Antigen Presentation"")",Antigen Presentation,Antigen Presentation
1243,Pathology,EFO,"path(EFO:""movement disorder"")",movement disorder,movement disorder
1244,Pathology,NCIT,"path(NCIT:""C118474"")",C118474,C118474
1245,Pathology,HP,"path(HP:""Recurrent upper respiratory tract infections"")",Recurrent upper respiratory tract infections,Recurrent upper respiratory tract infections
1246,Pathology,MESHD,"path(MESHD:""insulin resistance"")",insulin resistance,insulin resistance
1247,Pathology,DO,"path(DO:""breast cancer"")",breast cancer,breast cancer
1248,Pathology,NCIT,"path(NCIT:""Dysfunction"")",Dysfunction,Dysfunction
1249,Pathology,MESHD,"path(MESHD:""Kaufman oculocerebrofacial syndrome"")",Kaufman oculocerebrofacial syndrome,Kaufman oculocerebrofacial syndrome
1250,Pathology,MESHD,"path(MESHD:""Insulin Resistance"")",Insulin Resistance,Insulin Resistance
1251,Pathology,MESH,"path(MESH:""Dyspnea"")",Dyspnea,Dyspnea
1252,Pathology,MESH,"path(MESH:""Psychosocial Deprivation"")",Psychosocial Deprivation,Psychosocial Deprivation
1253,Pathology,MESH,"path(MESH:""Neurologic Manifestations"")",Neurologic Manifestations,Neurologic Manifestations
1254,Pathology,MESHD,"path(MESHD:""Ataxia"")",Ataxia,Ataxia
1255,Pathology,MESH,"path(MESH:""Calcification, Physiologic"")","Calcification, Physiologic","Calcification, Physiologic"
1256,Pathology,OMIT,"path(OMIT:""0026893"")",0026893,0026893
1257,Pathology,MESH,"path(MESH:""Cerebral Infarction"")",Cerebral Infarction,Cerebral Infarction
1258,Pathology,MESH,"path(MESH:""Ketosis"")",Ketosis,Ketosis
1259,Pathology,EFO,"path(EFO:""relapsing-remitting multiple sclerosis"")",relapsing-remitting multiple sclerosis,relapsing-remitting multiple sclerosis
1260,Pathology,MESH,"path(MESH:""Stroke"")",Stroke,Stroke
1261,Pathology,MESH,"path(MESH:""Movement"")",Movement,Movement
1262,Pathology,DOID,"path(DOID:""Charcot-Marie-Tooth disease"")",Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease
1263,Pathology,MESH,"path(MESH:""Ischemia"")",Ischemia,Ischemia
1264,Pathology,MESH,"path(MESH:""Appetite"")",Appetite,Appetite
1265,Pathology,CONSO,"path(CONSO:""Neurodegeneration"")",Neurodegeneration,Neurodegeneration
1266,Pathology,MESHD,"path(MESHD:""Sarcopenia"")",Sarcopenia,Sarcopenia
1267,Pathology,MESHD,"path(MESHD:""Neurogenic Inflammation"")",Neurogenic Inflammation,Neurogenic Inflammation
1268,Pathology,HP,"path(HP:""Neurodegeneration"")",Neurodegeneration,Neurodegeneration
1269,Pathology,DOID,"path(DOID:""glycogen storage disease II"")",glycogen storage disease II,glycogen storage disease II
1270,Pathology,MESH,"path(MESH:""Protein Binding"")",Protein Binding,Protein Binding
1271,Pathology,MESH,"path(MESH:""Cystic Fibrosis"")",Cystic Fibrosis,Cystic Fibrosis
1272,Pathology,HP,"path(HP:""Flushing"")",Flushing,Flushing
1273,Pathology,HP,"path(HP:""Severe varicella zoster infection"")",Severe varicella zoster infection,Severe varicella zoster infection
1274,Pathology,DOID,"path(DOID:""thrombosis"")",thrombosis,thrombosis
1275,Pathology,NCIT,"path(NCIT:""C50773"")",C50773,C50773
1276,Pathology,MESH,"path(MESH:""Streptococcal Infections"")",Streptococcal Infections,Streptococcal Infections
1277,Pathology,HP,"path(HP:""Hypokinesia"")",Hypokinesia,Hypokinesia
1278,Pathology,MESH,"path(MESH:""Pathologic Processes"")",Pathologic Processes,Pathologic Processes
1279,Pathology,MESH,"path(MESH:""Spongiform Encephalopathy with Neuropsychiatric Features"")",Spongiform Encephalopathy with Neuropsychiatric Features,Spongiform Encephalopathy with Neuropsychiatric Features
1280,Pathology,MESH,"path(MESH:""Down Syndrome"")",Down Syndrome,Down Syndrome
1281,Pathology,MESH,"path(MESH:""Autism Spectrum Disorder"")",Autism Spectrum Disorder,Autism Spectrum Disorder
1282,Pathology,MESHD,"path(MESHD:""Liver Failure"")",Liver Failure,Liver Failure
1283,Pathology,HP,"path(HP:""Anxiety"")",Anxiety,Anxiety
1284,Pathology,MESH,"path(MESH:""Breast Neoplasms"")",Breast Neoplasms,Breast Neoplasms
1285,Pathology,MESH,"path(MESH:""Neurogenic Inflammation"")",Neurogenic Inflammation,Neurogenic Inflammation
1286,Pathology,MESH,"path(MESH:""Disease Resistance"")",Disease Resistance,Disease Resistance
1287,Pathology,MESH,"path(MESH:""Multiple Sclerosis, Chronic Progressive"")","Multiple Sclerosis, Chronic Progressive","Multiple Sclerosis, Chronic Progressive"
1288,Pathology,MESH,"path(MESH:""Leukocytosis"")",Leukocytosis,Leukocytosis
1289,Pathology,HP,"path(HP:""Anterior cortical cataract"")",Anterior cortical cataract,Anterior cortical cataract
1290,Pathology,HP,"path(HP:""Hemiparesis"")",Hemiparesis,Hemiparesis
1291,Pathology,HP,"path(HP:""Tardive dyskinesia"")",Tardive dyskinesia,Tardive dyskinesia
1292,Pathology,MESH,"path(MESH:""Ataxia"")",Ataxia,Ataxia
1293,Pathology,MESH,"path(MESH:""Memory Disorders"")",Memory Disorders,Memory Disorders
1294,Pathology,MESH,"path(MESH:""Frontotemporal Dementia"")",Frontotemporal Dementia,Frontotemporal Dementia
1295,Pathology,MESH,"path(MESH:""Paralysis"")",Paralysis,Paralysis
1296,Pathology,MESHD,"path(MESHD:""microgliosis"")",microgliosis,microgliosis
1297,Pathology,MESHD,"path(MESHD:""RNA Virus Infections"")",RNA Virus Infections,RNA Virus Infections
1298,Pathology,DOID,"path(DOID:""parasitic helminthiasis infectious disease"")",parasitic helminthiasis infectious disease,parasitic helminthiasis infectious disease
1299,Pathology,MESH,"path(MESH:""D000544"")",D000544,D000544
1300,Pathology,MESH,"path(MESH:""Psychoses, Substance-Induced"")","Psychoses, Substance-Induced","Psychoses, Substance-Induced"
1301,Pathology,MESHD,"path(MESHD:""neurodegeneration"")",neurodegeneration,neurodegeneration
1302,Pathology,NCIT,"path(NCIT:""Human Herpesvirus 6"")",Human Herpesvirus 6,Human Herpesvirus 6
1303,Pathology,DOID,"path(DOID:""spinal muscular atrophy"")",spinal muscular atrophy,spinal muscular atrophy
1304,Pathology,MESH,"path(MESH:""RNA Transport"")",RNA Transport,RNA Transport
1305,Pathology,MESH,"path(MESH:""Memory, Episodic"")","Memory, Episodic","Memory, Episodic"
1306,Pathology,MESH,"path(MESH:""Atherosclerosis"")",Atherosclerosis,Atherosclerosis
1307,Pathology,MESH,"path(MESH:""Dystonia"")",Dystonia,Dystonia
1308,Pathology,HP,"path(HP:""Abnormal synaptic transmission"")",Abnormal synaptic transmission,Abnormal synaptic transmission
1309,Pathology,MESH,"path(MESH:""Prion Diseases"")",Prion Diseases,Prion Diseases
1310,Pathology,MESH,"path(MESH:""Sleep Wake Disorders"")",Sleep Wake Disorders,Sleep Wake Disorders
1311,Pathology,MESH,"path(MESH:""Autistic Disorder"")",Autistic Disorder,Autistic Disorder
1312,Pathology,MESHD,"path(MESHD:""Cerebral Amyloid Angiopathy"")",Cerebral Amyloid Angiopathy,Cerebral Amyloid Angiopathy
1313,Pathology,MESHD,"path(MESHD:""Asthma"")",Asthma,Asthma
1314,Pathology,MESH,"path(MESH:""Translations"")",Translations,Translations
1315,Pathology,MESH,"path(MESH:""Lung Neoplasms"")",Lung Neoplasms,Lung Neoplasms
1316,Pathology,MESH,"path(MESH:""Acidosis"")",Acidosis,Acidosis
1317,Pathology,DOID,"path(DOID:""pain disorder"")",pain disorder,pain disorder
1318,Pathology,MESH,"path(MESH:""Atrioventricular Block"")",Atrioventricular Block,Atrioventricular Block
1319,Pathology,DOID,"path(DOID:""Sjogren's syndrome"")",Sjogren's syndrome,Sjogren's syndrome
1320,Pathology,NCIT,"path(NCIT:""C27990"")",C27990,C27990
1321,Pathology,MESH,"path(MESH:""Neurodevelopmental Disorders"")",Neurodevelopmental Disorders,Neurodevelopmental Disorders
1322,Pathology,HP,"path(HP:""Abnormal putamen morphology"")",Abnormal putamen morphology,Abnormal putamen morphology
1323,Pathology,MESH,"path(MESH:""DNA Damage"")",DNA Damage,DNA Damage
1324,Pathology,DOID,"path(DOID:""variant Creutzfeldt-Jakob disease"")",variant Creutzfeldt-Jakob disease,variant Creutzfeldt-Jakob disease
1325,Pathology,MESH,"path(MESH:""Cognitive Dysfunction"")",Cognitive Dysfunction,Cognitive Dysfunction
1326,Pathology,MESH,"path(MESH:""Language Development Disorders"")",Language Development Disorders,Language Development Disorders
1327,Pathology,MESHD,"path(MESHD:""Brain Edema"")",Brain Edema,Brain Edema
1328,Pathology,MESHD,"path(MESHD:""Encephalomyelitis, Autoimmune, Experimental"")","Encephalomyelitis, Autoimmune, Experimental","Encephalomyelitis, Autoimmune, Experimental"
1329,Pathology,MESH,"path(MESH:""Protein Carbonylation"")",Protein Carbonylation,Protein Carbonylation
1330,Pathology,MESH,"path(MESH:""Renal Insufficiency"")",Renal Insufficiency,Renal Insufficiency
1331,Pathology,MESH,"path(MESH:""Diabetes Mellitus, Type 1"")","Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1"
1332,Pathology,NCIT,"path(NCIT:""C3824"")",C3824,C3824
1333,Pathology,NCIT,"path(NCIT:""C20613"")",C20613,C20613
1334,Pathology,MESH,"path(MESH:""Neuralgia"")",Neuralgia,Neuralgia
1335,Pathology,HP,"path(HP:""CNS demyelination"")",CNS demyelination,CNS demyelination
1336,Pathology,HP,"path(HP:""Abnormal saccadic eye movements"")",Abnormal saccadic eye movements,Abnormal saccadic eye movements
1337,Pathology,MESH,"path(MESH:""Neurotoxicity Syndromes"")",Neurotoxicity Syndromes,Neurotoxicity Syndromes
1338,Pathology,MESH,"path(MESH:""Protein Biosynthesis"")",Protein Biosynthesis,Protein Biosynthesis
1339,Pathology,HP,"path(HP:""Abnormal cell morphology"")",Abnormal cell morphology,Abnormal cell morphology
1340,Pathology,MESHD,"path(MESHD:""Hereditary Autoinflammatory Diseases"")",Hereditary Autoinflammatory Diseases,Hereditary Autoinflammatory Diseases
1341,Pathology,NCIT,"path(NCIT:""C78349"")",C78349,C78349
1342,Pathology,MESH,"path(MESH:""Neuromuscular Diseases"")",Neuromuscular Diseases,Neuromuscular Diseases
1343,Pathology,MESH,"path(MESH:""Lewy Body Disease"")",Lewy Body Disease,Lewy Body Disease
1344,Pathology,MESH,"path(MESH:""Sleep Initiation and Maintenance Disorders"")",Sleep Initiation and Maintenance Disorders,Sleep Initiation and Maintenance Disorders
1345,Pathology,MESH,"path(MESH:""Body Weight"")",Body Weight,Body Weight
1346,Pathology,DOID,"path(DOID:""lupus nephritis"")",lupus nephritis,lupus nephritis
1347,Pathology,DOID,"path(DOID:""Machado-Joseph disease"")",Machado-Joseph disease,Machado-Joseph disease
1348,Pathology,HP,"path(HP:""Increased reactive oxygen species production"")",Increased reactive oxygen species production,Increased reactive oxygen species production
1349,Pathology,DOID,"path(DOID:""Huntington's disease"")",Huntington's disease,Huntington's disease
1350,Pathology,MESH,"path(MESH:""Irritable Mood"")",Irritable Mood,Irritable Mood
1351,Pathology,MESHD,"path(MESHD:""Parkinson disease"")",Parkinson disease,Parkinson disease
1352,Pathology,MESH,"path(MESH:""Brain Injuries"")",Brain Injuries,Brain Injuries
1353,Pathology,MESHD,"path(MESHD:""Brain Injuries"")",Brain Injuries,Brain Injuries
1354,Pathology,HP,"path(HP:""Atrophy/Degeneration affecting the brainstem"")",Atrophy/Degeneration affecting the brainstem,Atrophy/Degeneration affecting the brainstem
1355,Pathology,MESH,"path(MESH:""Gastrointestinal Diseases"")",Gastrointestinal Diseases,Gastrointestinal Diseases
1356,Pathology,DOID,"path(DOID:""Behcet's disease"")",Behcet's disease,Behcet's disease
1357,Pathology,OMIT,"path(OMIT:""0002643"")",0002643,0002643
1358,Pathology,DOID,"path(DOID:""obesity"")",obesity,obesity
1359,Pathology,MESH,"path(MESH:""Perceptual Disorders"")",Perceptual Disorders,Perceptual Disorders
1360,Pathology,EFO,"path(EFO:""tauopathy"")",tauopathy,tauopathy
1361,Pathology,DOID,"path(DOID:""autosomal dominant Parkinson's disease 1"")",autosomal dominant Parkinson's disease 1,autosomal dominant Parkinson's disease 1
1362,Pathology,MESH,"path(MESH:""Dementia"")",Dementia,Dementia
1363,Pathology,MESH,"path(MESH:""Developmental Disabilities"")",Developmental Disabilities,Developmental Disabilities
1364,Pathology,MESHD,"path(MESHD:""Cerebral Hemorrhage"")",Cerebral Hemorrhage,Cerebral Hemorrhage
1365,Pathology,MESH,"path(MESH:""Hyperalgesia"")",Hyperalgesia,Hyperalgesia
1366,Pathology,MESH,"path(MESH:""Skin Aging"")",Skin Aging,Skin Aging
